date,quarter,yoy_gdp_growth,yoy_gdp_growth_lag1,yoy_gdp_growth_lag4,inflation,inflation_lag1,industrial_production,industrial_production_lag1,central_bank_rate,central_bank_rate_lag1,exports_growth,exports_growth_lag1,imports_growth,imports_growth_lag1,target
2012-10-01,4,5.376391717074491,7.49316877266728,4.28098139815789,10.10101,9.760274,0.5717672976163531,-0.6129793599109663,9.0,9.0,-18.477748660582872,24.95922247930411,-0.6525595354901825,12.310834534983673,1.0
2013-01-01,1,4.296010398268968,5.376391717074491,3.5965810229908524,11.70569,10.10101,0.5535643894339944,0.5717672976163531,8.65,9.0,10.179957788757532,-18.477748660582872,-1.1187985287201108,-0.6525595354901825,0.0
2013-04-01,2,6.447098583436994,4.296010398268968,4.867679671262315,10.66236,11.70569,-0.7261563960152787,0.5535643894339944,8.25,8.65,-1.1929280951874732,10.179957788757532,-2.7157039314532394,-1.1187985287201108,0.0
2013-07-01,3,7.337748908336139,6.447098583436994,7.49316877266728,10.76443,10.66236,1.675952554393671,-0.7261563960152787,9.875,8.25,21.288651390524628,-1.1929280951874732,7.720953811356601,-2.7157039314532394,0.0
2013-10-01,4,6.534982364594022,7.337748908336139,5.376391717074491,10.55046,10.76443,-0.2660962066048714,1.675952554393671,8.75,9.875,-2.731410201036266,21.288651390524628,-5.30643541473842,7.720953811356601,1.0
2014-01-01,1,5.342980266813302,6.534982364594022,4.296010398268968,6.886228,10.55046,0.4087310042775283,-0.2660962066048714,9.0,8.75,5.384646762780854,-2.731410201036266,3.6003448929068593,-5.30643541473842,0.0
2014-04-01,2,8.023962980702205,5.342980266813302,6.447098583436994,6.861314,6.886228,0.7875376131739901,0.4087310042775283,9.0,9.0,-7.73332598478974,5.384646762780854,-1.4003672506555431,3.6003448929068593,0.0
2014-07-01,3,8.70410906582595,8.023962980702205,7.337748908336139,6.760563,6.861314,0.2558148508262307,0.7875376131739901,9.0,9.0,2.859281110345191,-7.73332598478974,5.023907788351001,-1.4003672506555431,1.0
2014-10-01,4,5.922736323160649,8.70410906582595,6.534982364594022,4.979253,6.760563,0.0477152569696102,0.2558148508262307,9.0,9.0,0.7580965483476643,2.859281110345191,-0.5214497674102758,5.023907788351001,0.0
2015-01-01,1,7.1120799550037805,5.922736323160649,5.342980266813302,6.582633,4.979253,-0.1548678352210063,0.0477152569696102,8.5,9.0,-4.860279920731103,0.7580965483476643,-9.373133118827825,-0.5214497674102758,0.0
2015-04-01,2,7.592544694362391,7.1120799550037805,8.023962980702205,5.874317,6.582633,0.2582931403841916,-0.1548678352210063,8.25,8.5,-3.689861711721276,-4.860279920731103,-0.009859716307780708,-9.373133118827825,0.0
2015-07-01,3,8.033805896771229,7.592544694362391,8.70410906582595,4.617414,5.874317,0.616204367658758,0.2582931403841916,8.25,8.25,2.35467020522222,-3.689861711721276,4.920895853354046,-0.009859716307780708,0.0
2015-10-01,4,7.197432414933291,8.033805896771229,5.922736323160649,6.455863,4.617414,0.4528380542994827,0.616204367658758,7.75,8.25,-1.4151128368624755,2.35467020522222,-4.615350623853843,4.920895853354046,0.0
2016-01-01,1,9.088682622993494,7.197432414933291,7.1120799550037805,5.65046,6.455863,0.2943869002220583,0.4528380542994827,7.75,7.75,2.287978782989497,-1.4151128368624755,-3.358283497767922,-4.615350623853843,0.0
2016-04-01,2,8.679802601998565,9.088682622993494,7.592544694362391,6.193548000000001,5.65046,1.2603596621460234,0.2943869002220583,7.0,7.75,1.7202647530602189,2.287978782989497,3.7095965242396556,-3.358283497767922,0.0
2016-07-01,3,9.669808748293484,8.679802601998565,8.033805896771229,5.296343,6.193548000000001,-0.3806975495526933,1.2603596621460234,7.0,7.0,2.2831136832516474,1.7202647530602189,5.350874251925641,3.7095965242396556,1.0
2016-10-01,4,8.575493687180845,9.669808748293484,7.197432414933291,2.722772,5.296343,-0.2367116865081767,-0.3806975495526933,6.75,7.0,3.113272413496748,2.2831136832516474,5.853539750822057,5.350874251925641,1.0
2017-01-01,1,6.2893276583254165,8.575493687180845,9.088682622993494,2.363184,2.722772,0.8070191348561769,-0.2367116865081767,6.75,6.75,4.901245283492539,3.113272413496748,-4.292443179437743,5.853539750822057,0.0
2017-04-01,2,6.1127533765863,6.2893276583254165,8.679802601998565,1.4580799999999998,2.363184,-0.2738539367213193,0.8070191348561769,6.5,6.75,-2.7247090110105288,4.901245283492539,12.453737455054338,-4.292443179437743,0.0
2017-07-01,3,5.3179395515693395,6.1127533765863,9.669808748293484,2.39521,1.4580799999999998,1.2398113771617734,-0.2738539367213193,6.25,6.5,3.46063742896614,-2.7247090110105288,-3.832081367515916,12.453737455054338,0.0
2017-10-01,4,6.66867772110038,5.3179395515693395,8.575493687180845,3.73494,2.39521,0.7456910741439033,1.2398113771617734,6.25,6.25,4.133704886669709,3.46063742896614,10.537837667411587,-3.832081367515916,0.0
2018-01-01,1,8.93290932524804,6.66867772110038,6.2893276583254165,4.73876,3.73494,0.1413940525905243,0.7456910741439033,6.25,6.25,4.139784918037037,4.133704886669709,2.190736142520655,10.537837667411587,1.0
2018-04-01,2,7.4996606564528445,8.93290932524804,6.1127533765863,3.952096,4.73876,0.3495473709203583,0.1413940525905243,6.45,6.25,2.27235008634441,4.139784918037037,6.641977273963562,2.190736142520655,1.0
2018-07-01,3,6.457181161319014,7.4996606564528445,5.3179395515693395,5.614035,3.952096,0.5420836347966994,0.3495473709203583,6.75,6.45,6.235380300555304,2.27235008634441,7.7635010871272225,6.641977273963562,0.0
2018-10-01,4,6.233478107733514,6.457181161319014,6.66867772110038,5.110337,5.614035,-0.2118583382635193,0.5420836347966994,6.75,6.75,6.327487025573686,6.235380300555304,4.302037253766855,7.7635010871272225,0.0
2019-01-01,1,5.720942750629532,6.233478107733514,8.93290932524804,7.076566000000001,5.110337,0.3280594660095137,-0.2118583382635193,6.5,6.75,0.5056436947855625,6.327487025573686,-8.04100208580617,4.302037253766855,0.0
2019-04-01,2,5.095368313191528,5.720942750629532,7.4996606564528445,8.525346,7.076566000000001,-0.1570092641639856,0.3280594660095137,6.0,6.5,-5.814881809376537,0.5056436947855625,2.262222231307276,-8.04100208580617,0.0
2019-07-01,3,4.298371190341066,5.095368313191528,6.457181161319014,6.423034,8.525346,-1.4420865186371568,-0.1570092641639856,5.65,6.0,-0.3629006063999074,-5.814881809376537,-5.09996298142803,2.262222231307276,1.0
2019-10-01,4,3.255642958139804,4.298371190341066,6.233478107733514,8.618785,6.423034,1.4125946527811373,-1.4420865186371568,5.4,5.65,3.934315618761408,-0.3629006063999074,0.5511966720908257,-5.09996298142803,0.0
2020-01-01,1,2.944913039690533,3.255642958139804,5.720942750629532,6.608884,8.618785,-5.915093663607791,1.4125946527811373,5.21,5.4,-3.4556041873408994,3.934315618761408,-3.7515103449512477,0.5511966720908257,1.0
2020-04-01,2,-23.13412896615129,2.944913039690533,5.095368313191528,5.201698,6.608884,11.3917367776921,-5.915093663607791,4.25,5.21,-19.40444126183317,-3.4556041873408994,-34.43214483851658,-3.7515103449512477,0.0
2020-07-01,3,-5.839217609145663,-23.13412896615129,4.298371190341066,5.530673,5.201698,5.34996118443555,11.3917367776921,4.25,4.25,23.95634334036274,-19.40444126183317,30.62594457763257,-34.43214483851658,0.0
2020-10-01,4,1.7750823728539533,-5.839217609145663,3.255642958139804,4.952394,5.530673,1.5022777169182806,5.34996118443555,4.25,4.25,3.2508244955467003,23.95634334036274,18.14674456981662,30.62594457763257,0.0
2021-01-01,1,3.2897928706141055,1.7750823728539533,2.944913039690533,4.435952,4.952394,0.0691603931501803,1.5022777169182806,4.25,4.25,11.480439104602148,3.2508244955467003,15.267260948991934,18.14674456981662,0.0
2021-04-01,2,22.633772720002664,3.2897928706141055,-23.13412896615129,5.325812,4.435952,-2.128589422548117,0.0691603931501803,4.25,4.25,4.961831623699275,11.480439104602148,-2.968590766938217,15.267260948991934,1.0
2021-07-01,3,9.865857763484254,22.633772720002664,-5.839217609145663,4.824363,5.325812,2.589857930036413,-2.128589422548117,4.25,4.25,8.626477563844226,4.961831623699275,17.25679540073548,-2.968590766938217,1.0
2021-10-01,4,5.5290748298364,9.865857763484254,1.7750823728539533,4.969291,4.824363,0.2794975880426046,2.589857930036413,4.25,4.25,7.066247191448993,8.626477563844226,13.565518251386255,17.25679540073548,1.0
2022-01-01,1,4.452845461299293,5.5290748298364,3.2897928706141055,5.409193,4.969291,0.6062271726652894,0.2794975880426046,4.25,4.25,7.223134196824188,7.066247191448993,3.3854284456860118,13.565518251386255,0.0
2022-04-01,2,15.71390846051206,4.452845461299293,22.633772720002664,6.484548,5.409193,0.5964105304703293,0.6062271726652894,5.03,4.25,9.268619650262755,7.223134196824188,9.411053309342353,3.3854284456860118,1.0
2022-07-01,3,3.5605505113399882,15.71390846051206,9.865857763484254,6.041723,6.484548,-0.2660763841237576,0.5964105304703293,5.75,5.03,-0.2885005592181744,9.268619650262755,5.7055982515309855,9.411053309342353,0.0
2022-10-01,4,11.0022302938527,3.5605505113399882,5.5290748298364,5.664894,6.041723,0.9639330101175037,-0.2660763841237576,6.43,5.75,1.510501388208385,-0.2885005592181744,-3.0771029215330703,5.7055982515309855,1.0
2023-01-01,1,8.814862295130332,11.0022302938527,4.452845461299293,6.035629,5.664894,-0.3537745764904657,0.9639330101175037,6.75,6.43,6.760466756592565,1.510501388208385,-2.802274561630147,-3.0771029215330703,1.0
2023-04-01,2,6.5826892315660634,8.814862295130332,15.71390846051206,5.027209,6.035629,1.130339584526684,-0.3537745764904657,6.75,6.75,-8.0824825293067,6.760466756592565,-3.3735353549610325,-2.802274561630147,0.0
2023-07-01,3,7.536323082259866,6.5826892315660634,3.5605505113399882,6.387328,5.027209,1.1394533681079706,1.130339584526684,6.75,6.75,3.869720016342715,-8.0824825293067,5.6385449481695105,-3.3735353549610325,0.0
